"TIME","GEO","NACE_R2","INDIC_SB","Value","Flag and Footnotes"
"2008","Slovenia","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Slovenia","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","Slovenia","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","20.8",""
"2008","Slovenia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","10.1",""
"2008","Slovenia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","30.6",""
"2008","Slovenia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","25.7",""
"2008","Slovenia","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","35.1",""
"2008","Slovenia","Manufacture of machinery and equipment n.e.c.","Investment per person employed","7.8",""
"2008","Slovenia","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","24.3",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Number of enterprises","526",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","3,009.3",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Production value","2,958.2",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","763.1",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","230.1",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","2,257.8",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","67.5",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","1.5",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Personnel costs","533.0",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","400.7",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Social security costs","132.3",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","271.6",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Number of persons employed","42,148",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","58",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Number of employees","42,090",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","38,908",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","71.4",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","18.1",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","143.0",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","18.1",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","18.0",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","12.7",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","99.9",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","Slovakia","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","80.1",""
